Date,Open,High,Low,Close,Adj Close,Volume
2015-11-02,140.500000,140.520004,139.570007,140.369995,110.801689,3822200
2015-11-03,140.020004,142.800003,139.899994,141.880005,111.993614,4349400
2015-11-04,142.550003,142.649994,141.300003,141.630005,111.796295,3516900
2015-11-05,141.610001,142.380005,139.630005,139.889999,110.422806,5096900
2015-11-06,138.600006,139.550003,137.869995,138.250000,110.151917,4744900
2015-11-09,137.919998,138.080002,134.880005,135.309998,107.809441,8075600
2015-11-10,135.360001,135.740005,134.119995,135.470001,107.936943,4520800
2015-11-11,136.089996,136.199997,134.500000,135.020004,107.578400,3164800
2015-11-12,134.699997,134.699997,133.009995,133.039993,106.000809,4701400
2015-11-13,132.949997,133.000000,131.649994,131.750000,104.972961,4613800
2015-11-16,131.789993,134.089996,131.789993,133.710007,106.534653,4190800
2015-11-17,134.220001,134.820007,133.309998,133.820007,106.622284,2815100
2015-11-18,134.789993,135.910004,134.259995,135.820007,108.215790,4149200
2015-11-19,136.210007,137.740005,136.009995,136.740005,108.948814,4753600
2015-11-20,137.369995,138.919998,137.250000,138.500000,110.351089,5176400
2015-11-23,138.529999,138.869995,137.119995,138.460007,110.319260,5137900
2015-11-24,137.649994,139.339996,137.309998,138.600006,110.430771,3407700
2015-11-25,138.369995,138.429993,137.380005,138.000000,109.952744,3238200
2015-11-27,138.000000,138.809998,137.210007,138.460007,110.319260,1415800
2015-11-30,138.610001,139.899994,138.520004,139.419998,111.084122,4545600
2015-12-01,139.580002,141.399994,139.580002,141.279999,112.566109,4195100
2015-12-02,140.929993,141.210007,139.500000,139.699997,111.307220,3725400
2015-12-03,140.100006,140.729996,138.190002,138.919998,110.685745,5909600
2015-12-04,138.089996,141.020004,137.990005,140.429993,111.888832,4571600
2015-12-07,140.160004,140.410004,138.809998,139.550003,111.187714,3279400
2015-12-08,138.279999,139.059998,137.529999,138.050003,109.992599,3905200
2015-12-09,137.380005,139.839996,136.229996,136.610001,108.845253,4615000
2015-12-10,137.029999,137.850006,135.720001,136.779999,108.980675,4222300
2015-12-11,135.229996,135.440002,133.910004,134.570007,107.219849,5333800
2015-12-14,135.309998,136.139999,134.020004,135.929993,108.303436,5143800
2015-12-15,137.399994,138.970001,137.279999,137.789993,109.785408,4238500
2015-12-16,139.119995,139.649994,137.789993,139.289993,110.980545,4345500
2015-12-17,139.350006,139.500000,136.309998,136.750000,108.956772,4089500
2015-12-18,136.410004,136.960007,134.270004,134.899994,107.482788,10026100
2015-12-21,135.830002,135.830002,134.020004,135.500000,107.960846,5617500
2015-12-22,135.880005,138.190002,135.649994,137.929993,109.896957,4263800
2015-12-23,138.300003,139.309998,138.110001,138.539993,110.382957,5164900
2015-12-24,138.429993,138.880005,138.110001,138.250000,110.151917,1495200
2015-12-28,137.740005,138.039993,136.539993,137.610001,109.641991,3143400
2015-12-29,138.250000,140.059998,138.199997,139.779999,111.370964,3943700
2015-12-30,139.580002,140.440002,139.220001,139.339996,111.020401,2989400
2015-12-31,139.070007,139.100006,137.570007,137.619995,109.649956,3462100
2016-01-04,135.600006,135.970001,134.240005,135.949997,108.319374,5229400
2016-01-05,136.759995,136.889999,134.850006,135.850006,108.239723,3924800
2016-01-06,134.380005,135.580002,133.619995,135.169998,107.697914,4310900
2016-01-07,133.699997,135.020004,132.429993,132.860001,105.857414,7025800
2016-01-08,133.179993,133.820007,131.320007,131.630005,104.877380,4762700
2016-01-11,131.809998,133.820007,131.759995,133.229996,106.152191,4974400
2016-01-12,133.649994,133.779999,131.130005,132.899994,105.889252,5078700
2016-01-13,133.500000,134.279999,131.100006,131.169998,104.510864,4700100
2016-01-14,131.929993,133.789993,131.220001,132.910004,105.897240,5709600
2016-01-15,130.009995,130.880005,128.869995,130.029999,103.602547,9008500
2016-01-19,130.110001,132.100006,128.059998,128.110001,102.072784,9979600
2016-01-20,118.459999,123.989998,118.000000,121.860001,97.093033,16157800
2016-01-21,121.300003,125.099998,120.580002,122.910004,97.929649,8851600
2016-01-22,124.669998,124.739998,121.769997,122.500000,97.602982,9238400
2016-01-25,122.099998,124.230003,121.639999,122.080002,97.268311,5446000
2016-01-26,122.250000,123.610001,122.239998,122.589996,97.674690,4617800
2016-01-27,122.730003,123.370003,120.650002,120.959999,96.375954,5026400
2016-01-28,121.260002,122.830002,121.010002,122.220001,97.379875,3942500
2016-01-29,123.279999,124.790001,122.959999,124.790001,99.427544,8248100
2016-02-01,124.400002,125.290001,123.709999,124.830002,99.459427,3574900
2016-02-02,123.669998,124.139999,122.639999,122.940002,97.953560,3287300
2016-02-03,123.989998,125.449997,122.290001,124.720001,99.371796,6223500
2016-02-04,125.080002,128.500000,125.000000,127.650002,101.706284,5266500
2016-02-05,127.220001,128.639999,125.849998,128.570007,102.439301,7177700
2016-02-08,126.000000,127.510002,124.129997,126.980003,102.205872,7364000
2016-02-09,126.120003,126.930000,123.769997,124.070000,99.863617,5957200
2016-02-10,125.000000,125.290001,119.839996,120.190002,96.740623,6469100
2016-02-11,118.779999,119.660004,116.900002,117.849998,94.857162,7307600
2016-02-12,119.260002,121.050003,118.349998,121.040001,97.424782,4936500
2016-02-16,121.830002,123.089996,121.339996,122.739998,98.793106,4061400
2016-02-17,123.709999,126.570000,123.250000,126.099998,101.497559,4821000
2016-02-18,130.000000,134.000000,129.750000,132.449997,106.608665,9951600
2016-02-19,132.360001,133.649994,130.839996,133.080002,107.115746,5125300
2016-02-22,133.080002,134.309998,132.410004,133.770004,107.671127,4457400
2016-02-23,133.139999,133.410004,132.009995,132.399994,106.568405,3439700
2016-02-24,131.550003,133.490005,129.679993,132.800003,106.890358,4122600
2016-02-25,133.289993,134.509995,130.880005,134.500000,108.258713,4358300
2016-02-26,134.509995,134.919998,131.949997,132.029999,106.270592,4386200
2016-02-29,132.000000,133.360001,130.899994,131.029999,105.465721,4428000
2016-03-01,132.240005,134.639999,132.029999,134.369995,108.154068,3788500
2016-03-02,133.699997,137.440002,133.220001,136.300003,109.707504,5217200
2016-03-03,137.220001,137.960007,136.070007,137.800003,110.914833,5156400
2016-03-04,137.539993,139.419998,137.020004,137.800003,110.914833,3968400
2016-03-07,137.279999,140.509995,136.869995,140.149994,112.806366,5171000
2016-03-08,139.710007,140.350006,137.419998,139.070007,111.937065,5579100
2016-03-09,139.309998,142.169998,139.229996,140.410004,113.015648,4406500
2016-03-10,141.240005,141.470001,138.089996,140.190002,112.838577,4020600
2016-03-11,141.729996,142.919998,140.509995,142.360001,114.585213,4421900
2016-03-14,142.009995,143.190002,141.039993,142.779999,114.923225,4048800
2016-03-15,141.740005,143.330002,141.539993,142.960007,115.068123,3707500
2016-03-16,142.619995,144.880005,142.110001,144.789993,116.541092,4221900
2016-03-17,144.779999,147.320007,144.449997,147.039993,118.352097,5821600
2016-03-18,147.399994,147.509995,145.509995,147.089996,118.392365,12089700
2016-03-21,147.300003,148.710007,146.720001,148.630005,119.631905,3721600
2016-03-22,148.059998,149.279999,147.839996,148.100006,119.205299,4081900
2016-03-23,148.000000,148.029999,145.130005,145.399994,117.032059,4764200
2016-03-24,144.979996,148.220001,144.490005,147.949997,119.084557,5044500
2016-03-28,147.750000,148.649994,147.229996,148.399994,119.446777,3265100
2016-03-29,147.589996,149.759995,147.500000,149.330002,120.195320,3138500
2016-03-30,149.949997,150.410004,148.320007,148.410004,119.454819,3331200
2016-03-31,149.789993,153.100006,149.360001,151.449997,121.901711,6780600
2016-04-01,150.509995,152.960007,150.250000,152.520004,122.762939,3925500
2016-04-04,152.339996,153.520004,151.910004,152.070007,122.400749,3931200
2016-04-05,151.429993,151.600006,149.649994,150.000000,120.734612,3337000
2016-04-06,149.899994,150.149994,147.809998,150.020004,120.750702,4194600
2016-04-07,149.070007,149.600006,148.000000,148.250000,119.326035,3663000
2016-04-08,149.059998,149.990005,148.119995,149.350006,120.211441,3293800
2016-04-11,150.259995,151.949997,149.220001,149.250000,120.130920,3846100
2016-04-12,149.610001,150.110001,148.580002,149.630005,120.436783,3595800
2016-04-13,150.750000,151.229996,149.630005,151.229996,121.724609,3168400
2016-04-14,151.500000,152.759995,150.380005,151.160004,121.668289,3176500
2016-04-15,151.039993,152.100006,150.960007,151.720001,122.119019,3657600
2016-04-18,151.720001,153.139999,151.490005,152.529999,122.771011,6581700
2016-04-19,146.470001,146.949997,142.610001,144.000000,115.905228,13190200
2016-04-20,144.240005,147.199997,144.000000,146.110001,117.603546,6754300
2016-04-21,146.580002,150.119995,146.460007,149.300003,120.171196,6017700
2016-04-22,149.440002,151.000000,147.500000,148.500000,119.527267,5191900
2016-04-25,148.160004,148.899994,147.110001,148.809998,119.776794,2848900
2016-04-26,148.649994,149.789993,147.899994,149.080002,119.994095,2979800
2016-04-27,149.350006,150.779999,148.970001,150.470001,121.112900,3111200
2016-04-28,149.750000,150.179993,146.729996,147.070007,118.376289,3791500
2016-04-29,146.490005,147.339996,144.190002,145.940002,117.466721,4225800
2016-05-02,146.559998,147.000000,144.429993,145.270004,116.927460,3502400
2016-05-03,144.649994,144.899994,142.899994,144.130005,116.009872,3584300
2016-05-04,143.360001,145.000000,143.309998,144.250000,116.106438,2577100
2016-05-05,145.949997,147.300003,145.449997,146.470001,117.893326,6501200
2016-05-06,144.860001,147.970001,144.470001,147.289993,119.697418,4895800
2016-05-09,147.699997,148.199997,147.009995,147.339996,120.887100,4302400
2016-05-10,148.240005,150.039993,147.740005,149.970001,123.044945,3992700
2016-05-11,149.710007,151.089996,148.740005,148.949997,122.208046,3093000
2016-05-12,149.210007,149.389999,147.110001,148.839996,122.117813,3249200
2016-05-13,148.789993,149.860001,147.419998,147.720001,121.198860,2398000
2016-05-16,147.649994,149.990005,147.440002,149.460007,122.626511,3069100
2016-05-17,149.210007,149.500000,147.289993,148.000000,121.428642,3490600
2016-05-18,147.990005,148.520004,146.360001,147.339996,120.887100,2491100
2016-05-19,146.479996,146.929993,143.960007,144.929993,118.909775,3685600
2016-05-20,145.710007,147.509995,145.550003,147.250000,120.813271,3671500
2016-05-23,147.610001,147.949997,146.660004,146.770004,120.419426,2103800
2016-05-24,146.880005,148.750000,146.880005,148.309998,121.682961,2929300
2016-05-25,148.929993,152.089996,148.500000,151.690002,124.456123,4355300
2016-05-26,151.550003,152.509995,151.050003,152.440002,125.071465,3062900
2016-05-27,152.350006,152.929993,152.149994,152.839996,125.399681,2457100
2016-05-31,152.559998,153.809998,152.270004,153.740005,126.138092,5836600
2016-06-01,153.000000,153.270004,151.539993,152.509995,125.128906,2663400
2016-06-02,152.589996,153.500000,152.119995,153.500000,125.941154,2642600
2016-06-03,152.399994,153.039993,151.699997,152.889999,125.440697,2328300
2016-06-06,153.089996,153.949997,152.339996,152.729996,125.309402,2378700
2016-06-07,153.309998,153.929993,152.660004,153.330002,125.801704,4465000
2016-06-08,153.529999,154.089996,153.039993,154.000000,126.351402,2935000
2016-06-09,152.919998,153.759995,152.729996,153.419998,125.875526,2021800
2016-06-10,152.789993,153.330002,151.860001,152.369995,125.014023,3120600
2016-06-13,151.630005,152.500000,150.279999,151.279999,124.119743,3610400
2016-06-14,151.279999,151.789993,150.399994,151.059998,123.939224,2865800
2016-06-15,151.460007,151.789993,150.600006,150.679993,123.627441,2260400
2016-06-16,150.190002,151.289993,149.000000,151.059998,123.939224,2449100
2016-06-17,150.960007,152.720001,150.600006,151.990005,124.702248,4663900
2016-06-20,152.600006,154.669998,152.520004,153.610001,126.031425,3572100
2016-06-21,154.160004,154.570007,153.690002,154.050003,126.392410,2760300
2016-06-22,153.750000,154.710007,152.270004,152.919998,125.465302,2833700
2016-06-23,153.449997,155.479996,152.600006,155.350006,127.459015,3969400
2016-06-24,149.970001,150.610001,146.179993,146.589996,120.271759,9082800
2016-06-27,146.179993,146.600006,142.500000,143.500000,117.736511,5017900
2016-06-28,144.779999,145.729996,144.220001,145.699997,119.541542,3997700
2016-06-29,146.500000,148.479996,146.449997,148.460007,121.806007,3367700
2016-06-30,148.860001,151.910004,148.669998,151.779999,124.529945,3967100
2016-07-01,151.779999,152.970001,151.399994,152.350006,124.997635,2658300
2016-07-05,151.190002,152.000000,150.759995,151.679993,124.447899,2465200
2016-07-06,151.850006,152.410004,149.919998,152.369995,125.014023,2569400
2016-07-07,152.750000,153.690002,151.889999,152.600006,125.202744,2138400
2016-07-08,154.000000,154.600006,153.080002,154.460007,126.728798,3040600
2016-07-11,154.600006,156.039993,154.500000,155.330002,127.442619,2833700
2016-07-12,156.000000,157.119995,155.520004,157.039993,128.845596,3843800
2016-07-13,157.750000,158.339996,157.059998,158.020004,129.649673,2746400
2016-07-14,158.809998,161.399994,158.580002,160.279999,131.503906,4637600
2016-07-15,159.899994,159.979996,158.500000,159.779999,131.093689,4476800
2016-07-18,159.300003,160.750000,158.729996,159.860001,131.159302,6729700
2016-07-19,161.779999,162.139999,157.889999,159.580002,130.929565,7120000
2016-07-20,159.970001,161.710007,159.600006,161.360001,132.390030,4376300
2016-07-21,160.750000,161.850006,159.889999,160.449997,131.643402,3518900
2016-07-22,160.779999,162.169998,160.479996,162.070007,132.972519,2520100
2016-07-25,162.000000,162.880005,161.750000,162.649994,133.448380,2804600
2016-07-26,162.649994,163.600006,161.369995,162.119995,133.013565,2894600
2016-07-27,162.119995,162.570007,161.179993,161.830002,132.775635,2162700
2016-07-28,161.380005,161.809998,160.710007,161.369995,132.398224,2340400
2016-07-29,161.360001,161.669998,160.029999,160.619995,131.782867,3547500
2016-08-01,160.649994,161.649994,159.839996,161.449997,132.463837,2823600
2016-08-02,161.270004,161.449997,160.360001,160.580002,131.750046,3080900
2016-08-03,160.130005,160.860001,159.800003,160.669998,131.823868,2861700
2016-08-04,160.860001,161.699997,160.119995,161.550003,132.545883,2489100
2016-08-05,162.000000,163.509995,161.570007,163.500000,134.145798,3812400
