Symbol,Name,Mean,Stdev,DRH,DLR,DHC,DEI,DRE,DX,DEA,EGP,EFC,EARN,ESRT,EPR,EQIX,EQC,ELS,EQR,EPRT,ESS,XAN,EXR,FPI,FRT,FR,FCPT,FSP,GLPI,GEO,GTY,GOOD,LAND,GMRE,GNL,SELF,GPMT,AJX,HASI,HR,HTA,PEAK,HT,HIW,HMG,HST,HPP
FPI,Farmland Partners Inc,0.004630528546898534,0.04567943839013738,0.39344936443724143,0.24830376820781608,0.43324434211541574,0.4537038425833395,0.30421010797314973,0.374300574693852,0.3969575615317833,0.3551825525695393,0.32281168611051386,0.2792110650710427,0.4761589633096057,0.320792533098737,0.1519690472087543,0.23816833766583864,0.307596752513274,0.36255213336207603,0.3404610157913962,0.32100389792667616,0.3062459574630293,0.2929359763571402,1,0.4589081615258009,0.40962704958953944,0.32447269588020405,0.39909547212976904,0.2582422056257094,0.4258017780736487,0.33423705716360375,0.3008636296034727,0.49825380304586303,0.30628865972463887,0.4587265896060541,0.04191669173314919,0.2408963110063546,0.3183283879985258,0.33645392003249763,0.35154668935535643,0.3398515276632303,0.38770803687791,0.34462009451689524,0.411346615557725,0.08895458274613005,0.4614834466269775,0.36304511748471713
FRT,Federal Realty Investment Trust,-0.00237504721548455,0.07221504193392961,0.8037807199749638,0.3919740548827571,0.8149059743376718,0.8692522115799708,0.6565152384890172,0.5688394366676278,0.42153459621861583,0.7494013077843575,0.7257236721180459,0.7342068218999165,0.8318725518002561,0.8032702160664641,0.3898950069278805,0.3647827471702339,0.7342221535348757,0.8481990512786534,0.8502713400399714,0.8206105776347065,0.7755579399800935,0.6610029397628768,0.4589081615258009,1,0.7459133291826152,0.8631836676072525,0.7246966718666381,0.7718360527508459,0.5905528796478375,0.7792939274169596,0.7682934675731595,0.5253807716722673,0.6691565886763106,0.8269255649883158,0.40734637796075723,0.816526171779488,0.8294004112985842,0.6466143103415761,0.7739831456697795,0.7645502264889372,0.8527261916670908,0.8403653001696968,0.892839577935189,-0.050276522850093805,0.758992360138204,0.8596214959789807
FR,"First Industrial Realty Trust, Inc.",0.004218578484393733,0.04695883052600269,0.7110915981636756,0.5851895587635929,0.7435957464623991,0.8599345160027467,0.9266386822392274,0.5766152007435068,0.629910552922564,0.9349662149428993,0.6622326558787814,0.7336805910955577,0.6638405253546424,0.7281064784985087,0.6888284744271806,0.6309571976908394,0.8796874156438412,0.809824728215864,0.7200605168526468,0.8318465527104757,0.5836440525271859,0.7701885820827673,0.40962704958953944,0.7459133291826152,1,0.847668730412193,0.7365867118999462,0.8172767383986537,0.5611291780629969,0.8360463902651464,0.8042683649848117,0.6305922136329889,0.7121799158206076,0.7861274675853517,0.46433251279192694,0.6829731897412732,0.697793733351042,0.7708562995806905,0.8212309206886315,0.8281885079712372,0.8474085760734978,0.7400844104405866,0.86534004635088,0.0233905748417539,0.6366712940867498,0.8304904891417995
FCPT,"Four Corners Property Trust, Inc.",0.0024605507722237985,0.08916841574562367,0.7575829279624614,0.46913957530923295,0.8152964881755961,0.8619240670917852,0.8171713210460219,0.6347415289051758,0.46240607939369766,0.863513129685303,0.8125468228718367,0.8713892597323335,0.6870796132613927,0.8237139549516181,0.5444713339426877,0.43895032419849755,0.8871613633963844,0.8367701804053881,0.8587126336620924,0.8759153976714512,0.7810630405692653,0.7282784400573703,0.32447269588020405,0.8631836676072525,0.847668730412193,1,0.7372975403372812,0.8986404873426785,0.5287258141025197,0.9060193976944878,0.8919650375872966,0.5454644872315312,0.7755313646151951,0.8482852865224771,0.5331616031571168,0.8980467280533672,0.8826663588604311,0.7993468942543304,0.8732549782467888,0.8751026553938281,0.9219085228200495,0.8481003389962317,0.89202866717706,-0.12387865118970573,0.6755267819403035,0.854872339751045
FSP,Franklin Street Properties Corp.,-0.002722171994192791,0.07340379498519328,0.7644520597984984,0.26217746465112374,0.8077594619258739,0.7811561358520627,0.6799318371044663,0.6482047199756916,0.6028098734680271,0.7637333265371419,0.58444102524317465,0.6462245941307698,0.6780229567402007,0.7292745875861664,0.2792332424279509,0.5636383129140162,0.6386221529113343,0.6763540046727059,0.7156721173549724,0.6853956084695204,0.5615545072366139,0.6853595214954579,0.39909547212976904,0.7246966718666381,0.7365867118999462,0.7372975403372812,1,0.6793138337525131,0.617487999055313,0.7866938974464674,0.7192701738295721,0.6521039440875193,0.7224598801802871,0.7963346897014095,0.3606681123134931,0.6424380023326868,0.645057525576406,0.6326926960051299,0.6383354261824402,0.6502643593193536,0.7618807130036048,0.8038021218948437,0.7871169826345722,-0.003980501319827043,0.7415069992648543,0.766620516274313
GLPI,"Gaming and Leisure Properties, Inc.",0.003456326787865287,0.08525982721256498,0.7725128207142543,0.3996812524892703,0.7264091659262102,0.8120449730434243,0.7769678120819399,0.5116239059916377,0.4171523847778949,0.837646972059276,0.6763954900515978,0.7738865373137103,0.6115653244858714,0.8435229652476622,0.5802379074375971,0.4164221947964625,0.865058873477222,0.7464381696611799,0.7945714684968466,0.8109900929351985,0.6382504224766511,0.7211684399970839,0.2582422056257094,0.7718360527508459,0.8172767383986537,0.8986404873426785,0.6793138337525131,1,0.4713477876362964,0.869438560394032,0.8813646734643156,0.5377906506446681,0.7401146858725898,0.7590342414608329,0.5696636387643694,0.8131256685832534,0.8062969618986854,0.7873046059713719,0.819203813112126,0.862473731406785,0.8417841538244786,0.8278293401432085,0.8419142397413438,-0.045184749417844894,0.5810013062137723,0.8312798567744405
GEO,GEO Group Inc,-0.005485294011688161,0.06717014549445918,0.5783769330847386,0.292451246885969,0.6265796739810264,0.5523725777238934,0.5086810317274452,0.6332344559671426,0.5444627068218731,0.5770476242106907,0.5320210847965767,0.5147730579480246,0.585504097880385,0.5103129129764078,0.3129135094270639,0.3674925642632091,0.5114414822629242,0.5504683413834063,0.5655585037438056,0.5152738848027287,0.5088046336982968,0.48321509331031903,0.4258017780736487,0.5905528796478375,0.5611291780629969,0.5287258141025197,0.617487999055313,0.4713477876362964,1,0.543759913362282,0.46364164901179084,0.5984341437568517,0.6067323421921712,0.667527669363991,0.21204879104026433,0.4496565413030843,0.5110024198795726,0.5967657024683743,0.5296669563741877,0.5082947719026666,0.5878803148862614,0.6401826911558378,0.6213127258152776,0.06508122038154318,0.6400539293275265,0.5412463408611343
GTY,Getty Realty Corp.,4.737254760260748e-4,0.0639161738399321,0.8194381601167081,0.39923638881873663,0.8044701395725194,0.8509959748630671,0.8105875680477174,0.6543830870246813,0.4722988096180207,0.8452028456176641,0.6926702858597203,0.7666088016420284,0.6924858604120172,0.8492484400558398,0.49028798278278096,0.5373085534793736,0.8332742539859654,0.785181665408761,0.8217817529109877,0.8171524921712165,0.647371964018421,0.7089348829088513,0.33423705716360375,0.7792939274169596,0.8360463902651464,0.9060193976944878,0.7866938974464674,0.869438560394032,0.543759913362282,1,0.9148845135559257,0.6159569805198809,0.8023448951922315,0.8669566020726346,0.48684674392037824,0.7999949314001427,0.8010527705553683,0.7834908532777893,0.7758916706062445,0.8049625968204663,0.8726858807486688,0.8449444974756858,0.869390032825853,-0.08258721212267846,0.7181847685718864,0.84660241039903406
GOOD,Gladstone Commercial Corporation,0.0013430546768249372,0.08231378892316861,0.795425110369015,0.43404288980826583,0.770586333656728,0.8262392128843554,0.7482909812118328,0.5150063804676794,0.3751827883257453,0.7916905451895453,0.6102147810535354,0.7385952090126592,0.6454411950846125,0.8424766388805278,0.5563419099521226,0.5213465295250711,0.8225871002979834,0.7426848687843324,0.7957149313492567,0.7787458959891694,0.5810086017921406,0.7408169936801255,0.3008636296034727,0.7682934675731595,0.8042683649848117,0.8919650375872966,0.7192701738295721,0.8813646734643156,0.46364164901179084,0.9148845135559257,1,0.5546707588895067,0.6686772987776537,0.7911031168360702,0.5604787948782822,0.8001814752401707,0.7786668133243835,0.7196624006013136,0.7504161608178106,0.7749935800828295,0.8167734819714902,0.8205688309009421,0.8674843921281838,-0.17789153929180615,0.6093143377268381,0.8784014450019054
LAND,Gladstone Land Corp.,0.002735698718291632,0.03876276162047532,0.6398262169277124,0.23937281744413166,0.6250997876941402,0.5919423556834496,0.5064503854352818,0.5609301891951133,0.6257960910575623,0.6296273673929712,0.46147847063575825,0.4923404741977823,0.5164817839443516,0.6084438399998199,0.30369007929009045,0.45461042889515857,0.5234862251289677,0.45158214328415686,0.535113452393684,0.4352389946205015,0.35375203416030815,0.5375412825753327,0.49825380304586303,0.5253807716722673,0.6305922136329889,0.5454644872315312,0.6521039440875193,0.5377906506446681,0.5984341437568517,0.6159569805198809,0.5546707588895067,1,0.6007645185966015,0.6378237407200095,0.28010253495614623,0.35574895227647907,0.42805548118236697,0.5978070493836299,0.5094753241980076,0.5288036787034968,0.5458924543002304,0.6038131467200587,0.6128685607607236,0.1316507716132875,0.5619927416809154,0.5657237978639101
GMRE,Global Medical REIT Inc,0.004874884137977268,0.07045502203819977,0.6751246719196442,0.27697398955004837,0.7383312849483217,0.7024353783981077,0.7324272929432917,0.7545526405321318,0.5770354140974623,0.7990202961122784,0.7407588083162899,0.7324047074250086,0.6098914863480286,0.6816391716729752,0.38114859173692395,0.4144776907041215,0.7117114985141554,0.7179033844499533,0.7545147504277012,0.7244911734001878,0.663612963102928,0.5710011130314562,0.30628865972463887,0.6691565886763106,0.7121799158206076,0.7755313646151951,0.7224598801802871,0.7401146858725898,0.6067323421921712,0.8023448951922315,0.6686772987776537,0.6007645185966015,1,0.8317970008030902,0.37470847012676883,0.7070809555051722,0.7220572344981168,0.7560885591224309,0.7664604709303219,0.7569671965775635,0.7996609001312128,0.7741972022956638,0.7440804805467838,0.024090233373978625,0.717706441802441,0.6608095080105633
